city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
3424607,Tasiilaq,GL,65.61,-37.64,01/25/20,            30.2,63,100,25.28
6324729,Halifax,CA,44.65,-63.57,01/25/20,            29.21,92,90,16.11
3370903,Jamestown,SH,-15.94,-5.72,01/25/20,            75.2,75,100,14.63
1507390,Dikson,RU,73.51,80.55,01/25/20,            -7.82,96,100,7.07
3652764,Puerto Ayora,EC,-0.74,-90.35,01/25/20,            77.9,78,75,8.05
3369157,Cape Town,ZA,-33.93,18.42,01/25/20,            61.32,88,75,11.41
3430863,Mar del Plata,AR,-38,-57.56,01/25/20,            67.28,45,0,13.87
2077963,Albany,AU,-35.02,117.89,01/25/20,            62.6,93,75,4.7
2206939,Bluff,NZ,-46.6,168.33,01/25/20,            70.05,51,46,5.82
2377457,Nouadhibou,MR,20.93,-17.03,01/25/20,            64.4,68,100,19.46
5905393,Bonavista,CA,48.65,-53.11,01/25/20,            19,79,6,8.01
2112309,Katsuura,JP,35.13,140.3,01/25/20,            38.53,93,75,8.05
4011743,Constitucion,MX,23.99,-104.67,01/25/20,            53.6,71,90,6.93
5866583,Kodiak,US,57.79,-152.41,01/25/20,            19.4,62,90,17.22
2126123,Chokurdakh,RU,70.63,147.92,01/25/20,            -26.25,82,85,4.25
4031574,Provideniya,RU,64.38,-173.3,01/25/20,            -4.65,68,0,3.67
2094342,Kavieng,PG,-2.57,150.8,01/25/20,            84.36,71,95,8.97
546105,Nikolskoye,RU,59.7,30.79,01/25/20,            27.63,86,40,4.47
2123814,Leningradskiy,RU,69.38,178.42,01/25/20,            -12.41,95,97,4.21
3466980,Caravelas,BR,-17.71,-39.25,01/25/20,            77.02,83,100,10.02
7601762,Bairiki Village,KI,1.33,172.98,01/25/20,            87.8,74,20,6.93
3984997,San Quintin,MX,30.48,-115.95,01/25/20,            63.77,64,45,5.68
2281120,Tabou,CI,4.42,-7.35,01/25/20,            77.23,96,62,1.39
1006984,East London,ZA,-33.02,27.91,01/25/20,            75.58,80,0,15.05
2012956,Yerbogachen,RU,61.28,108.01,01/25/20,            26.22,89,100,16.73
6165406,Thompson,CA,55.74,-97.86,01/25/20,            15.8,92,90,3.69
5924351,Clyde River,CA,70.47,-68.59,01/25/20,            -23.8,61,5,4.7
2163355,Hobart,AU,-42.88,147.33,01/25/20,            67.08,60,40,8.05
4032243,Vaini,TO,-21.2,-175.2,01/25/20,            80.6,88,90,13.87
3533462,Acapulco de Juarez,MX,16.86,-99.89,01/25/20,            82.4,69,20,6.93
3833367,Ushuaia,AR,-54.8,-68.3,01/25/20,            49.01,66,75,23.04
4035715,Avarua,CK,-21.21,-159.78,01/25/20,            84.2,83,99,12.75
2074865,Carnarvon,AU,-24.87,113.63,01/25/20,            78.8,74,15,17.22
2381334,Atar,MR,20.52,-13.05,01/25/20,            72.72,23,87,9.91
2152667,Portland,AU,-38.33,141.6,01/25/20,            61.5,87,52,17.34
3896218,Castro,CL,-42.47,-73.77,01/25/20,            66.2,68,100,6.93
541349,Krasnyy Yar,RU,46.53,48.35,01/25/20,            41,65,90,26.84
1529651,Altay,CN,47.87,88.12,01/25/20,            12.43,57,74,2.19
2063042,Port Hedland,AU,-20.32,118.57,01/25/20,            91.4,52,0,11.41
473263,Vizinga,RU,61.07,50.1,01/25/20,            6.62,96,100,3.22
5282297,Bethel,US,41.37,-73.41,01/25/20,            43.5,93,90,3.36
3386931,Tamandare,BR,-8.76,-35.1,01/25/20,            81.91,85,74,17.96
3874787,Punta Arenas,CL,-53.15,-70.92,01/25/20,            50,66,75,18.34
4020109,Atuona,PF,-9.8,-139.03,01/25/20,            80.78,78,62,15.21
1586350,Cam Ranh,VN,11.92,109.16,01/25/20,            73.4,94,20,1.12
6167817,Torbay,CA,47.67,-52.73,01/25/20,            18.79,78,5,16.11
621277,Stolin,BY,51.89,26.85,01/25/20,            30.22,94,49,6.71
962330,Richmond,ZA,-29.87,30.27,01/25/20,            69.01,87,5,5.97
3904221,Sipe Sipe,BO,-17.45,-66.38,01/25/20,            73.4,28,10,13.87
2071860,Esperance,AU,-33.87,121.9,01/25/20,            71.6,68,86,8.05
2063036,Port Lincoln,AU,-34.73,135.87,01/25/20,            68.59,67,41,6.06
3141667,Roald,NO,62.58,6.13,01/25/20,            43.7,93,100,24.16
2031964,Darhan,MN,49.49,105.92,01/25/20,            3.18,79,3,5.55
3388615,Sao Joao dos Patos,BR,-6.5,-43.7,01/25/20,            78.04,74,88,2.59
2028164,Deputatsky,RU,69.3,139.9,01/25/20,            -40.23,100,55,0.76
2150163,Sawtell,AU,-30.38,153.1,01/25/20,            82.71,74,7,17.22
4030556,Rikitea,PF,-23.12,-134.97,01/25/20,            79.25,77,18,14.03
5882953,Aklavik,CA,68.22,-135.01,01/25/20,            -13,75,90,16.11
187585,Marsabit,KE,2.33,37.99,01/25/20,            75.96,69,100,14.09
1490256,Talnakh,RU,69.49,88.4,01/25/20,            1.4,84,75,8.95
1492607,Severnoye,RU,56.35,78.36,01/25/20,            3.54,94,100,9.69
5848280,Kapaa,US,22.08,-159.32,01/25/20,            77.16,74,40,10.29
3374346,Ponta do Sol,CV,17.2,-25.09,01/25/20,            69.8,88,98,20.8
5880054,Barrow,US,71.29,-156.79,01/25/20,            -27.4,67,1,8.05
2062276,Roebourne,AU,-20.78,117.13,01/25/20,            91.8,35,8,1.5
2264923,Peniche,PT,39.36,-9.38,01/25/20,            47.75,100,20,4.7
6185377,Yellowknife,CA,62.46,-114.35,01/25/20,            10.4,85,90,8.05
2022572,Khatanga,RU,71.97,102.5,01/25/20,            -24.14,91,57,2.89
3430443,Necochea,AR,-38.55,-58.74,01/25/20,            63.7,55,2,5.01
3361934,Saldanha,ZA,-33.01,17.94,01/25/20,            62.6,82,29,3.36
2013279,Vostok,RU,46.49,135.88,01/25/20,            -5.76,85,0,5.14
3932145,Pisco,PE,-13.7,-76.22,01/25/20,            75.02,83,75,21.92
572154,Borovichi,RU,58.39,33.92,01/25/20,            26.42,80,97,10.85
1264976,Leh,IN,34.17,77.58,01/25/20,            -3.08,94,100,4.68
2188874,Russell,NZ,-35.26,174.12,01/25/20,            79.48,69,100,4
2036237,Langxiang,CN,46.95,128.88,01/25/20,            -1.5,85,0,4.63
2122090,Pevek,RU,69.7,170.31,01/25/20,            -13.14,96,100,1.79
3901501,Villazon,BO,-22.09,-65.59,01/25/20,            57.47,49,12,14.09
1282256,Hithadhoo,MV,-0.6,73.08,01/25/20,            82.65,79,100,14.88
1860256,Kanaya,JP,34.82,138.13,01/25/20,            43.77,100,75,3.36
1015776,Bredasdorp,ZA,-34.53,20.04,01/25/20,            63.43,63,31,12.75
3947322,Arequipa,PE,-16.4,-71.53,01/25/20,            55.4,93,90,8.05
5855927,Hilo,US,19.73,-155.09,01/25/20,            75.2,57,90,6.93
3575487,Cayon,KN,17.35,-62.73,01/25/20,            77,88,75,8.59
2075265,Busselton,AU,-33.65,115.33,01/25/20,            75.96,37,19,8.79
3389012,Sao Benedito do Rio Preto,BR,-3.33,-43.53,01/25/20,            77.4,87,100,4.65
964432,Port Alfred,ZA,-33.59,26.89,01/25/20,            66.99,98,0,7
2173125,Burnie,AU,-41.07,145.92,01/25/20,            65.41,66,98,14
6170031,Tuktoyaktuk,CA,69.45,-133.04,01/25/20,            -13,75,90,24.16
3366880,Hermanus,ZA,-34.42,19.23,01/25/20,            60.64,92,46,8.01
3905088,San Ramon,BO,-13.28,-64.72,01/25/20,            79.63,86,85,3.51
3860443,Comodoro Rivadavia,AR,-45.87,-67.5,01/25/20,            78.8,27,4,29.97
2177069,Ballina,AU,-28.87,153.57,01/25/20,            82.26,74,75,16.11
3675504,Manaure,CO,11.78,-72.44,01/25/20,            80.6,78,43,13.87
2110227,Butaritari,KI,3.07,172.79,01/25/20,            85.03,72,12,10.56
286245,Sur,OM,22.57,59.53,01/25/20,            67.23,82,4,4.74
934322,Mahebourg,MU,-20.41,57.7,01/25/20,            75.76,78,40,12.75
3362349,Robertson,ZA,-33.8,19.89,01/25/20,            66.88,63,56,9.89
935215,Saint-Philippe,RE,-21.36,55.77,01/25/20,            69.53,78,75,8.05
303290,Ortakoy,TR,38.74,34.04,01/25/20,            21.2,85,0,6.93
3372707,Ribeira Grande,PT,38.52,-28.7,01/25/20,            54.72,73,100,5.19
1028434,Quelimane,MZ,-17.88,36.89,01/25/20,            72.64,93,16,4
2729907,Longyearbyen,SJ,78.22,15.64,01/25/20,            -0.4,59,0,5.82
2411397,Georgetown,SH,-7.93,-14.42,01/25/20,            78.39,77,87,15.26
3663529,Manacapuru,BR,-3.3,-60.62,01/25/20,            78.8,94,100,2.98
2015306,Tiksi,RU,71.69,128.87,01/25/20,            -26.52,67,0,5.5
4861719,Indianola,US,41.36,-93.56,01/25/20,            25.48,92,40,4.7
986717,Kruisfontein,ZA,-34,24.73,01/25/20,            66.63,86,27,22.3
3355595,Mariental,NA,-24.63,17.97,01/25/20,            73.4,16,0,1.12
3841956,Parana,AR,-31.73,-60.52,01/25/20,            88.34,39,0,7
3353383,Rundu,NA,-17.93,19.77,01/25/20,            71.6,33,25,3.36
3466165,Cidreira,BR,-30.18,-50.21,01/25/20,            74.77,73,60,18.75
2514651,Los Llanos de Aridane,ES,28.66,-17.92,01/25/20,            60.85,59,75,5.82
2067119,Mandurah,AU,-32.55,115.7,01/25/20,            78.55,53,12,13.87
64814,Bandarbeyla,SO,9.49,50.81,01/25/20,            78.55,82,84,20.42
3115824,Muros,ES,42.78,-9.06,01/25/20,            42.06,100,75,3.36
3395458,Maragogi,BR,-9.01,-35.22,01/25/20,            81.91,85,74,17.96
2070998,Geraldton,AU,-28.77,114.6,01/25/20,            75.2,78,40,13.87
2214846,Misratah,LY,32.38,15.09,01/25/20,            63.99,45,84,9.73
352628,Matay,EG,28.42,30.78,01/25/20,            42.51,59,0,4.94
562070,Gamovo,RU,57.87,56.11,01/25/20,            12.2,92,75,2.24
2508807,Adrar,DZ,25.75,-1,01/25/20,            68.16,28,70,8.5
3723593,Jeremie,HT,18.65,-74.12,01/25/20,            64.8,86,49,0.72
1337620,Funadhoo,MV,6.15,73.27,01/25/20,            82.22,72,100,7.56
1539209,Gubkinskiy,RU,64.43,76.5,01/25/20,            1.49,96,94,9.01
2208248,Kaitangata,NZ,-46.28,169.85,01/25/20,            66.99,68,66,10.56
2276492,Harper,LR,4.38,-7.72,01/25/20,            77.23,96,62,1.39
5955902,Fort Nelson,CA,58.81,-122.7,01/25/20,            10.4,92,75,2.24
611093,Zahesi,GE,41.82,44.75,01/25/20,            28.4,63,0,6.93
863061,Usinsk,RU,65.99,57.53,01/25/20,            -8.73,100,95,0.11
3146487,Raudeberg,NO,61.99,5.14,01/25/20,            44.1,100,100,25.28
3838859,Rio Gallegos,AR,-51.62,-69.22,01/25/20,            55.4,37,40,34.45
3137469,Sorland,NO,67.67,12.69,01/25/20,            35.13,79,100,29.84
3883457,Lebu,CL,-37.62,-73.65,01/25/20,            64.08,69,0,10.94
4021858,Guerrero Negro,MX,27.98,-114.06,01/25/20,            67.24,53,0,10.31
2136825,Isangel,VU,-19.55,169.27,01/25/20,            86,70,75,9.17
1649150,Bengkulu,ID,-3.8,102.27,01/25/20,            74.98,89,88,2.44
2409914,Bonthe,SL,7.53,-12.51,01/25/20,            76.89,90,1,5.91
3013258,Hirson,FR,49.92,4.08,01/25/20,            38.16,86,71,3.36
350203,Rosetta,EG,31.4,30.42,01/25/20,            50,76,40,4.7
2178753,Kirakira,SB,-10.45,161.92,01/25/20,            85.98,66,0,5.01
590067,Mustvee,EE,58.85,26.94,01/25/20,            31.66,81,35,10.29
7671223,Kloulklubed,PW,7.04,134.26,01/25/20,            82.4,83,75,11.41
3839307,Rawson,AR,-43.3,-65.1,01/25/20,            76.14,37,0,14.97
2180815,Tuatapere,NZ,-46.13,167.68,01/25/20,            72.34,47,78,3.47
3381428,Iracoubo,GF,5.48,-53.2,01/25/20,            79.77,84,59,20.58
1605239,Udon Thani,TH,17.42,102.79,01/25/20,            65.44,93,66,5.79
3386213,Touros,BR,-5.2,-35.46,01/25/20,            82.4,83,75,5.82
1505453,Ishim,RU,56.11,69.49,01/25/20,            12.42,91,99,15.64
5563839,Fortuna,US,40.6,-124.16,01/25/20,            57.65,93,90,5.82
3904793,Santa Rosa,BO,-14.17,-66.88,01/25/20,            79.43,77,58,4.38
4036284,Alofi,NU,-19.06,-169.92,01/25/20,            84.2,83,95,8.05
3703745,Ola,PA,8.42,-80.65,01/25/20,            73.54,80,35,12.59
2112802,Hasaki,JP,35.73,140.83,01/25/20,            38.39,100,75,4.7
3404817,Breves,BR,-1.68,-50.48,01/25/20,            76.57,97,100,3.33
2121385,Severo-Kuril'sk,RU,50.68,156.12,01/25/20,            18.72,92,100,43.49
2185148,Oxford,NZ,-43.3,172.18,01/25/20,            75.69,57,47,5.82
780687,Berlevag,NO,70.86,29.09,01/25/20,            22.66,73,100,27.4
545728,Komsomolskiy,RU,43.98,46.7,01/25/20,            34.77,73,36,7.14
1528998,Yumen,CN,40.28,97.2,01/25/20,            13.01,69,0,2.66
1505438,Isil'kul',RU,54.91,71.27,01/25/20,            11.05,92,100,15.59
4033543,Teahupoo,PF,-17.83,-149.27,01/25/20,            87.44,66,20,14.99
3183284,Alghero,IT,40.56,8.32,01/25/20,            44.49,100,62,5.82
5859699,College,US,64.86,-147.8,01/25/20,            -12.3,75,1,3.36
60019,Eyl,SO,7.98,49.82,01/25/20,            79.05,82,89,20.13
2142316,Yeppoon,AU,-23.13,150.73,01/25/20,            87.8,58,75,11.41
5557293,Sitka,US,57.05,-135.33,01/25/20,            40.06,81,90,19.46
3414079,Olafsvik,IS,64.89,-23.71,01/25/20,            33.89,79,99,7.78
3915350,Guayaramerin,BO,-10.84,-65.36,01/25/20,            79.23,78,98,2.57
6149374,Slave Lake,CA,55.28,-114.77,01/25/20,            24.8,85,1,3.36
3392731,Paulo Ramos,BR,-4.22,-45.18,01/25/20,            77.58,89,100,3.76
2068655,Katherine,AU,-14.47,132.27,01/25/20,            86,62,98,6.93
5969025,Haines Junction,CA,60.75,-137.51,01/25/20,            -15.11,99,99,5.93
3423146,Ilulissat,GL,69.22,-51.1,01/25/20,            8.6,46,96,14.99
478050,Ust'-Kulom,RU,61.69,53.69,01/25/20,            2.84,97,100,3.94
154576,Matonga,TZ,-2.38,34.08,01/25/20,            65.21,93,100,5.46
1214488,Meulaboh,ID,4.14,96.13,01/25/20,            81.19,82,73,6.53
2428394,Mao,TD,14.12,15.31,01/25/20,            61.25,17,0,15.39
3418910,Upernavik,GL,72.79,-56.15,01/25/20,            -13.83,95,78,6.85
215976,Ilebo,CD,-4.32,20.58,01/25/20,            73.54,73,82,2.48
3832899,Viedma,AR,-40.81,-63,01/25/20,            66.27,41,24,10.83
5367788,Lompoc,US,34.64,-120.46,01/25/20,            63.54,82,1,12.75
6148373,Sioux Lookout,CA,50.1,-91.92,01/25/20,            24.8,92,90,2.24
2019135,Nizhniy Kuranakh,RU,58.84,125.49,01/25/20,            -8.46,98,97,1.74
3674676,Mitu,CO,1.2,-70.17,01/25/20,            79.86,78,100,3.18
6144312,Sept-Iles,CA,50.2,-66.38,01/25/20,            15.35,72,75,3.36
2025256,Chumikan,RU,54.72,135.31,01/25/20,            -10.28,79,0,16.91
3374336,Porto Novo,CV,17.02,-25.06,01/25/20,            69.8,88,98,20.8
2986626,Plouzane,FR,48.38,-4.62,01/25/20,            45.88,100,90,4.7
98182,Baghdad,IQ,33.34,44.4,01/25/20,            44.6,81,0,9.17
4006163,Fresnillo,MX,23.17,-102.88,01/25/20,            53.22,63,100,17.83
556268,Ostrovnoy,RU,68.05,39.51,01/25/20,            0.63,99,65,8.19
2157698,Mildura,AU,-34.2,142.15,01/25/20,            79.79,44,0,8.05
1486321,Yar-Sale,RU,66.83,70.83,01/25/20,            -4.4,99,86,5.35
1510689,Baykit,RU,61.67,96.37,01/25/20,            13.75,88,100,8.08
1721491,Cabra,PH,13.89,120.05,01/25/20,            78.78,85,67,15.95
1254709,Tezu,IN,27.92,96.17,01/25/20,            47.53,59,23,3.15
605155,Kiruna,SE,67.86,20.23,01/25/20,            6.8,92,100,3.36
3621607,Santa Cruz,CR,10.26,-85.59,01/25/20,            82.4,54,0,10.29
2034691,Songjianghe,CN,42.19,127.48,01/25/20,            8.17,78,0,3.58
2172797,Cairns,AU,-16.92,145.77,01/25/20,            85.19,74,40,9.17
2075720,Broome,AU,-17.97,122.23,01/25/20,            87.8,74,40,12.75
3893629,Coquimbo,CL,-29.95,-71.34,01/25/20,            64.4,88,29,10.29
5847411,Kahului,US,20.89,-156.47,01/25/20,            79.14,51,20,20.8
104515,Mecca,SA,21.43,39.83,01/25/20,            59.88,27,0,11.01
1043893,Lichinga,MZ,-13.31,35.24,01/25/20,            68.05,93,62,3.27
3839479,Rafaela,AR,-31.25,-61.49,01/25/20,            83.53,36,0,1.99
3985710,Cabo San Lucas,MX,22.89,-109.91,01/25/20,            70.03,73,40,4.7
3906765,Quime,BO,-16.98,-67.22,01/25/20,            54.75,95,33,4.12
102527,Sakakah,SA,29.97,40.21,01/25/20,            46.4,65,75,3.36
2618795,Klaksvik,FO,62.23,-6.59,01/25/20,            44.6,93,100,10.29
3985168,San Patricio,MX,19.22,-104.7,01/25/20,            80.6,83,75,11.41
343593,Areka,ET,7.07,37.7,01/25/20,            68.43,71,100,1.95
5919850,Chapais,CA,49.78,-74.85,01/25/20,            23,85,75,8.05
777019,Vardo,NO,70.37,31.11,01/25/20,            23.18,70,100,28.57
6061958,Lumby,CA,50.25,-118.97,01/25/20,            36.25,86,90,4.7
3424934,Saint-Pierre,PM,46.77,-56.17,01/25/20,            23,85,0,9.17
2160517,Launceston,AU,-41.45,147.17,01/25/20,            66.22,88,90,21.92
2126199,Cherskiy,RU,68.75,161.3,01/25/20,            -20.88,95,100,2.28
5861897,Fairbanks,US,64.84,-147.72,01/25/20,            -12.77,75,1,3.36
2657820,Aberfeldy,GB,56.62,-3.86,01/25/20,            43.5,81,75,10.29
1142226,Dawlatabad,AF,36.41,64.91,01/25/20,            36.14,82,89,3.69
5983720,Iqaluit,CA,63.75,-68.51,01/25/20,            -27.22,67,5,13.87
1168700,Ormara,PK,25.21,64.64,01/25/20,            71.71,77,0,15.61
5597034,Jerome,US,42.72,-114.52,01/25/20,            38.84,100,90,4.7
5528182,Pecos,US,31.42,-103.49,01/25/20,            70.05,14,1,8.05
2017155,Saskylakh,RU,71.92,114.08,01/25/20,            -20,92,100,17.58
3419842,Sisimiut,GL,66.94,-53.67,01/25/20,            4.86,95,100,6.69
6096551,Pangnirtung,CA,66.15,-65.71,01/25/20,            -37.07,99,100,1.57
2155415,New Norfolk,AU,-42.78,147.06,01/25/20,            66.85,60,40,8.05
1270466,Halvad,IN,23.02,71.18,01/25/20,            61.27,36,0,4.41
2101169,Aitape,PG,-3.14,142.35,01/25/20,            81.97,83,29,10.25
8079926,Labuhan,ID,-6.88,112.21,01/25/20,            75.97,91,100,3.78
2138555,Poum,NC,-20.23,164.02,01/25/20,            79.9,80,89,19.82
934479,Grand Gaube,MU,-20.01,57.66,01/25/20,            75.4,78,40,12.75
1540356,Raduzhny,RU,62.1,77.47,01/25/20,            -0.22,97,83,5.86
4018227,Ciudad de Armeria,MX,18.93,-103.97,01/25/20,            76.8,69,40,11.41
1497736,Nikitinskiy,RU,54.58,86.01,01/25/20,            18.68,88,100,11.54
5870133,Nome,US,64.5,-165.41,01/25/20,            -16.6,82,1,7.85
2751436,Lopik,NL,51.97,4.95,01/25/20,            34.93,100,90,6.93
3576994,Cockburn Town,TC,21.46,-71.14,01/25/20,            76.05,71,0,9.28
4303951,Perry,US,37.25,-83.2,01/25/20,            35.47,89,90,6.93
5991056,Kenora,CA,49.82,-94.43,01/25/20,            19.76,92,90,6.93
1267433,Kattivakkam,IN,13.22,80.32,01/25/20,            70.86,94,40,5.08
3894426,Coyhaique,CL,-45.58,-72.07,01/25/20,            62.6,51,75,5.82
151711,Ngara,TZ,-2.51,30.66,01/25/20,            64.42,88,100,1.54
2013392,Vilyuysk,RU,63.76,121.62,01/25/20,            -30.48,96,95,10.2
133595,Gerash,IR,27.67,54.14,01/25/20,            39.2,93,20,4.25
2013258,Vrangel,RU,42.73,133.08,01/25/20,            23.9,48,0,13.6
324768,Akdagmadeni,TR,39.66,35.88,01/25/20,            21.52,56,0,5.5
3471451,Arraial do Cabo,BR,-22.97,-42.03,01/25/20,            75.79,83,0,9.4
464790,Zapolyarnyy,RU,69.42,30.81,01/25/20,            21.2,67,50,25.28
2270385,Camacha,PT,33.08,-16.33,01/25/20,            59.77,77,20,9.17
3195128,Milici,BA,44.17,19.09,01/25/20,            35.33,96,40,1.12
1852357,Shimoda,JP,34.67,138.95,01/25/20,            39.07,87,75,18.34
2033225,Zhalantun,CN,48,122.72,01/25/20,            5.16,69,45,3.74
1633419,Padang,ID,-0.95,100.35,01/25/20,            70.02,96,93,1.9
3674740,Miraflores,CO,1.34,-71.95,01/25/20,            80.29,68,65,2.1
2168305,Dubbo,AU,-32.25,148.62,01/25/20,            86,55,40,11.41
2152659,Port Macquarie,AU,-31.43,152.92,01/25/20,            90.12,55,0,5.82
1861416,Ishigaki,JP,24.34,124.16,01/25/20,            73.4,100,75,10.29
2121025,Srednekolymsk,RU,67.45,153.68,01/25/20,            -25.67,96,100,4.18
3666102,Versalles,CO,4.58,-76.2,01/25/20,            74.32,73,40,6.93
3899695,Ancud,CL,-41.87,-73.82,01/25/20,            66.2,68,100,6.93
746565,Gorele,TR,41.03,39,01/25/20,            41,60,31,3.36
962367,Richards Bay,ZA,-28.78,32.04,01/25/20,            76.87,80,2,27.11
336745,Gewane,ET,10.17,40.65,01/25/20,            75.52,59,100,13.38
2855525,Papenburg,DE,53.07,7.4,01/25/20,            34.79,93,90,8.05
3577430,Road Town,VG,18.42,-64.62,01/25/20,            76.21,78,1,4.7
4031637,Lavrentiya,RU,65.58,-171,01/25/20,            -13.2,76,0,2.26
654901,Kajaani,FI,64.17,27.67,01/25/20,            14,100,90,2.24
1735089,Parit Buntar,MY,5.13,100.49,01/25/20,            76.87,83,20,3.36
3403687,Camocim,BR,-2.9,-40.84,01/25/20,            76.8,94,96,4.88
